496.937686,-33.214138,16
592.3301,-30.682577,16
589.771904,65.713483,16
494.37949,63.181923,16
495.310488,-33.032625,16.217782
590.702821,-30.498018,16.217782
588.141547,65.897961,16.217782
492.749214,63.363354,16.217782
397.428187,-33.22416,16.273467
492.823484,-30.803637,16.273467
490.377494,65.595336,16.273467
394.982198,63.174813,16.273467
301.438356,-32.919851,16.281705
396.833721,-30.502036,16.281705
394.390468,65.897007,16.281705
298.995103,63.479192,16.281705
497.203895,-32.931506,16.416577
592.598623,-30.488693,16.416577
590.130109,65.909706,16.416577
494.735381,63.466893,16.416577
399.200302,-32.91148,16.367763
494.594995,-30.467315,16.367763
492.125115,65.931049,16.367763
396.730421,63.486884,16.367763
301.200309,-32.873848,16.367763
396.595003,-30.429683,16.367763
394.125122,65.968681,16.367763
298.730428,63.524516,16.367763
203.200316,-32.836216,16.367763
298.59501,-30.392051,16.367763
296.125129,66.006313,16.367763
200.730436,63.562148,16.367763
-3.605061,-33.266168,16.29298
91.790001,-30.836432,16.29298
89.334701,65.562305,16.29298
-6.060361,63.132569,16.29298
-101.605047,-33.213713,16.29298
-6.209985,-30.783977,16.29298
-8.665285,65.61476,16.29298
-104.060347,63.185024,16.29298
-199.605033,-33.161258,16.29298
-104.209971,-30.731522,16.29298
-106.665271,65.667215,16.29298
-202.060333,63.237478,16.29298
-297.605019,-33.108803,16.29298
-202.209957,-30.679067,16.29298
-204.665257,65.71967,16.29298
-300.060319,63.289933,16.29298
-415.670575,-33.084047,16.274842
-320.275498,-30.654907,16.274842
-322.730196,65.743845,16.274842
-418.125273,63.314704,16.274842
